merchant_id,merchant_name,category,tier,city,onboarding_date,state
2354,"Karnik, Chakraborty and Shere",Food & Dining,Micro,Delhi,2024-05-17,Delhi
2355,Lala Ltd,Pharmacy,Micro,Delhi,2024-02-19,Delhi
2356,Bawa Group,Utilities/Bill Pay,Enterprise,Lucknow,2024-09-22,Uttar Pradesh
2357,"Sanghvi, Lad and Dixit",Food & Dining,SME,Pune,2025-08-10,Maharashtra
2358,Pillai and Sons,Grocery,SME,Mumbai,2025-12-19,Maharashtra
2359,"Dalal, Atwal and Vora",Financial Services,Enterprise,Hyderabad,2024-01-28,Telangana
2360,Setty-Talwar,Education,Micro,Bhopal,2025-12-10,Madhya Pradesh
2361,Kapur Ltd,Financial Services,SME,Delhi,2025-03-08,Delhi
2362,Halder LLC,Fashion & Apparel,Micro,Kolkata,2024-11-07,West Bengal
2363,Talwar-Raja,Food & Dining,Micro,Delhi,2024-06-20,Delhi
2364,Sankar and Sons,Fashion & Apparel,Enterprise,Bengaluru,2025-07-22,Karnataka
2365,"Kale, Mandal and Gulati",Fashion & Apparel,SME,Mumbai,2024-06-25,Maharashtra
2366,Gole-Rege,Pharmacy,Micro,Jaipur,2024-04-11,Rajasthan
2367,Balakrishnan LLC,Kirana/Local Store,Micro,Pune,2025-10-07,Maharashtra
2368,Keer-Seshadri,Food & Dining,Enterprise,Mumbai,2025-02-24,Maharashtra
2369,Pingle PLC,Travel & Transport,SME,Mumbai,2024-11-09,Maharashtra
2370,"Shanker, Chada and Anne",Fashion & Apparel,Micro,Bengaluru,2024-06-07,Karnataka
2371,Deol-Naik,Travel & Transport,Micro,Guwahati,2025-12-01,Assam
2372,"Rao, Kala and Rajagopal",Grocery,Micro,Surat,2024-01-30,Gujarat
2373,"Sampath, Kunda and Bora",Fashion & Apparel,SME,Hyderabad,2025-08-23,Telangana
2374,Bhargava Inc,Utilities/Bill Pay,SME,Delhi,2025-03-28,Delhi
2375,Keer-Sinha,Fashion & Apparel,SME,Surat,2024-01-14,Gujarat
2376,Bath-Ahluwalia,Home Services,Micro,Bengaluru,2024-10-30,Karnataka
2377,Thaman-Raj,Electronics,SME,Chennai,2024-11-01,Tamil Nadu
2378,Rana-Prabhakar,Electronics,Micro,Kolkata,2025-08-05,West Bengal
2379,Barman PLC,Grocery,Enterprise,Chennai,2025-12-02,Tamil Nadu
2380,Lad and Sons,Fashion & Apparel,Micro,Bengaluru,2024-10-29,Karnataka
2381,"Tailor, Nori and Sidhu",Fuel,SME,Chandigarh,2024-12-06,Punjab
2382,Chakraborty LLC,Utilities/Bill Pay,Micro,Bengaluru,2024-01-02,Karnataka
2383,"Wali, Sant and Dhar",Home Services,Micro,Jaipur,2025-03-25,Rajasthan
2384,Dada-Munshi,Entertainment,Micro,Hyderabad,2024-08-09,Telangana
2385,Datta Group,Kirana/Local Store,Micro,Kochi,2024-03-05,Kerala
2386,Patel-Sani,Utilities/Bill Pay,Micro,Bengaluru,2025-09-01,Karnataka
2387,Lall-Lalla,Electronics,SME,Hyderabad,2025-03-10,Telangana
2388,"Munshi, Sarin and Gala",Pharmacy,SME,Chennai,2025-03-22,Tamil Nadu
2389,Swamy-Dora,Utilities/Bill Pay,SME,Hyderabad,2024-04-30,Telangana
2390,"Sarraf, Bera and Gulati",Food & Dining,SME,Lucknow,2024-09-11,Uttar Pradesh
2391,Bhagat and Sons,Utilities/Bill Pay,Micro,Indore,2025-01-17,Madhya Pradesh
2392,Banik Group,Pharmacy,Micro,Nagpur,2024-07-12,Maharashtra
2393,Gade-Sibal,Food & Dining,Micro,Pune,2025-05-21,Maharashtra
2394,D’Alia-Talwar,Food & Dining,SME,Pune,2025-04-07,Maharashtra
2395,Sathe LLC,Fuel,Micro,Ahmedabad,2024-07-11,Gujarat
2396,"Sundaram, Shankar and Tailor",Grocery,Micro,Patna,2024-06-16,Bihar
2397,Divan Inc,Grocery,Micro,Hyderabad,2024-10-16,Telangana
2398,Chander-Jani,Fashion & Apparel,SME,Delhi,2025-06-28,Delhi
2399,Gole-Ganguly,Electronics,Micro,Delhi,2025-09-21,Delhi
2400,"Trivedi, Mahajan and Kala",Utilities/Bill Pay,Micro,Mumbai,2024-01-27,Maharashtra
2401,"Agrawal, Vora and Gole",Food & Dining,Micro,Pune,2024-06-14,Maharashtra
2402,Bose-Koshy,Travel & Transport,Micro,Delhi,2025-10-19,Delhi
2403,Chandra-Narasimhan,Education,SME,Lucknow,2025-02-19,Uttar Pradesh
2404,Mane Ltd,Kirana/Local Store,Micro,Mumbai,2024-01-03,Maharashtra
2405,"Dara, Ramesh and Prakash",Utilities/Bill Pay,SME,Ahmedabad,2025-08-04,Gujarat
2406,"Cherian, Naik and Dube",Grocery,Micro,Mumbai,2024-12-08,Maharashtra
2407,Bumb Group,Travel & Transport,SME,Delhi,2024-10-07,Delhi
2408,"Srinivasan, Setty and Luthra",Kirana/Local Store,SME,Mumbai,2025-06-06,Maharashtra
2409,"Ahluwalia, Narayan and Bassi",Food & Dining,SME,Chandigarh,2024-09-25,Punjab
2410,"Sethi, Nair and Dayal",Food & Dining,Micro,Pune,2025-05-19,Maharashtra
2411,Bava Ltd,Food & Dining,Micro,Bengaluru,2025-05-22,Karnataka
2412,Naidu-Bhakta,Grocery,SME,Nagpur,2024-09-09,Maharashtra
2413,"Bobal, Raj and Chanda",Education,Micro,Mumbai,2025-03-23,Maharashtra
2414,Kumer-Gokhale,Pharmacy,Micro,Nagpur,2025-02-04,Maharashtra
2415,Rastogi Inc,Grocery,Micro,Surat,2025-02-07,Gujarat
2416,Joshi and Sons,Food & Dining,SME,Bengaluru,2024-12-26,Karnataka
2417,Rau-Mane,Grocery,SME,Kochi,2024-04-20,Kerala
2418,"Dube, Dara and Misra",Food & Dining,Micro,Kochi,2025-09-21,Kerala
2419,Sankaran-Mukherjee,Grocery,SME,Chandigarh,2024-07-16,Punjab
2420,"Deep, Parmer and Char",Utilities/Bill Pay,SME,Bhopal,2024-02-01,Madhya Pradesh
2421,Vala-Iyengar,Fuel,Micro,Delhi,2024-04-28,Delhi
2422,Sehgal-Rama,Food & Dining,SME,Chennai,2025-07-08,Tamil Nadu
2423,Loyal-Sampath,Utilities/Bill Pay,Micro,Patna,2025-04-06,Bihar
2424,Sami LLC,Grocery,Enterprise,Mumbai,2024-10-06,Maharashtra
2425,"Grewal, Saraf and Sandhu",Grocery,Micro,Ahmedabad,2025-03-27,Gujarat
2426,Baria PLC,Utilities/Bill Pay,Micro,Nagpur,2025-05-21,Maharashtra
2427,Sheth-Kapur,Fashion & Apparel,Micro,Jaipur,2025-12-07,Rajasthan
2428,"Dubey, Tandon and Vyas",Travel & Transport,SME,Chennai,2025-10-15,Tamil Nadu
2429,"Vohra, Chacko and Mannan",Food & Dining,SME,Surat,2024-06-21,Gujarat
2430,Sarkar-Buch,Utilities/Bill Pay,Micro,Kolkata,2025-12-07,West Bengal
2431,Mital-Dixit,Electronics,Micro,Hyderabad,2025-08-24,Telangana
2432,Mital and Sons,Travel & Transport,Enterprise,Delhi,2024-07-06,Delhi
2433,"Sane, Merchant and Batta",Travel & Transport,SME,Bengaluru,2025-05-20,Karnataka
2434,"Bose, Bath and Varghese",Education,Enterprise,Bhopal,2024-01-11,Madhya Pradesh
2435,Uppal Group,Financial Services,SME,Indore,2025-05-30,Madhya Pradesh
2436,Chandra-Shetty,Electronics,Micro,Chennai,2024-01-20,Tamil Nadu
2437,"Kulkarni, Pant and Kumar",Grocery,Micro,Bengaluru,2025-06-27,Karnataka
2438,"Bumb, Thakur and Babu",Electronics,Micro,Hyderabad,2025-03-08,Telangana
2439,Shere and Sons,Grocery,Micro,Pune,2024-11-12,Maharashtra
2440,Ramaswamy Inc,Pharmacy,Enterprise,Delhi,2024-11-17,Delhi
2441,Saha Ltd,Food & Dining,Micro,Delhi,2024-01-09,Delhi
2442,Murthy-Sha,Fashion & Apparel,SME,Delhi,2025-07-23,Delhi
2443,"Sengupta, Lanka and Om",Electronics,Micro,Bengaluru,2024-09-27,Karnataka
2444,Kakar and Sons,Financial Services,Micro,Mumbai,2025-09-24,Maharashtra
2445,Lad Ltd,Grocery,SME,Ahmedabad,2025-10-22,Gujarat
2446,Saraf PLC,Food & Dining,Micro,Kochi,2024-05-08,Kerala
2447,Ahluwalia Group,Grocery,Enterprise,Chennai,2025-10-16,Tamil Nadu
2448,Arya and Sons,Fuel,Micro,Chennai,2024-03-12,Tamil Nadu
2449,"Sood, Sharma and Ravel",Electronics,Micro,Surat,2024-09-14,Gujarat
2450,"Sur, Mitter and Patel",Utilities/Bill Pay,Micro,Hyderabad,2025-08-07,Telangana
2451,"Rana, Mittal and Chahal",Food & Dining,Micro,Chennai,2025-01-02,Tamil Nadu
2452,Deshmukh Inc,Entertainment,Micro,Bengaluru,2025-08-21,Karnataka
2453,Choudhury Inc,Fuel,Micro,Mumbai,2025-01-09,Maharashtra
2454,"Guha, Bala and Kadakia",Grocery,Enterprise,Patna,2024-09-07,Bihar
2455,Dhillon-Khurana,Fashion & Apparel,Micro,Kolkata,2025-12-22,West Bengal
2456,Yohannan-Halder,Entertainment,Micro,Bhopal,2024-06-24,Madhya Pradesh
2457,Mitra Group,Grocery,Enterprise,Pune,2024-05-06,Maharashtra
2458,Som Group,Pharmacy,SME,Indore,2024-01-19,Madhya Pradesh
2459,Dada and Sons,Pharmacy,SME,Chennai,2025-02-05,Tamil Nadu
2460,Saxena Group,Fashion & Apparel,SME,Hyderabad,2025-01-22,Telangana
2461,Bahri-Sengupta,Electronics,Micro,Delhi,2025-10-02,Delhi
2462,"Kibe, Jaggi and Menon",Kirana/Local Store,Micro,Lucknow,2025-04-05,Uttar Pradesh
2463,"Ramanathan, Behl and Nath",Home Services,SME,Jaipur,2025-09-29,Rajasthan
2464,Chauhan Ltd,Utilities/Bill Pay,SME,Patna,2025-03-09,Bihar
2465,"Sankaran, Sagar and Tandon",Utilities/Bill Pay,Micro,Mumbai,2024-05-05,Maharashtra
2466,"Mannan, Bansal and Sura",Grocery,Micro,Delhi,2024-11-25,Delhi
2467,Sunder-Varghese,Utilities/Bill Pay,Micro,Mumbai,2025-10-01,Maharashtra
2468,"Sura, Kata and Bhat",Food & Dining,Micro,Pune,2024-03-09,Maharashtra
2469,"Bahl, Sami and Mutti",Kirana/Local Store,Micro,Chennai,2025-02-12,Tamil Nadu
2470,"Bhatt, Loyal and Sahni",Education,Micro,Bengaluru,2025-01-24,Karnataka
2471,Dada-Talwar,Utilities/Bill Pay,SME,Delhi,2024-06-18,Delhi
2472,"Palan, Sen and Sarin",Utilities/Bill Pay,Micro,Delhi,2024-09-21,Delhi
2473,Edwin LLC,Fuel,Micro,Indore,2025-01-23,Madhya Pradesh
2474,"Handa, Singh and Padmanabhan",Fashion & Apparel,Micro,Ahmedabad,2025-06-01,Gujarat
2475,Kata-Tripathi,Kirana/Local Store,Micro,Delhi,2024-06-23,Delhi
2476,Nori PLC,Grocery,Micro,Kolkata,2025-12-20,West Bengal
2477,"Sidhu, Deep and Memon",Travel & Transport,SME,Mumbai,2025-11-15,Maharashtra
2478,"Ramakrishnan, Saha and Parsa",Pharmacy,SME,Hyderabad,2025-03-15,Telangana
2479,Edwin-Johal,Pharmacy,Micro,Delhi,2024-01-03,Delhi
2480,Chadha-Subramanian,Education,SME,Coimbatore,2025-01-02,Tamil Nadu
2481,Ghose and Sons,Entertainment,SME,Chennai,2024-09-19,Tamil Nadu
2482,Swamy Inc,Food & Dining,SME,Delhi,2024-08-10,Delhi
2483,Tak-Mitter,Entertainment,Micro,Delhi,2025-01-18,Delhi
2484,Kadakia PLC,Fashion & Apparel,Micro,Kolkata,2024-04-22,West Bengal
2485,Badami LLC,Food & Dining,Micro,Pune,2024-09-10,Maharashtra
2486,Parikh-Dutt,Kirana/Local Store,SME,Kolkata,2024-05-09,West Bengal
2487,Thakur Inc,Electronics,Enterprise,Mumbai,2025-02-17,Maharashtra
2488,Nazareth Group,Pharmacy,SME,Mumbai,2024-03-31,Maharashtra
2489,Karan Inc,Home Services,Enterprise,Delhi,2024-07-19,Delhi
2490,"Kapur, Sur and Kuruvilla",Fuel,SME,Nagpur,2025-04-12,Maharashtra
2491,Pant-Batra,Utilities/Bill Pay,SME,Chandigarh,2024-01-23,Punjab
2492,"Loke, Dora and Varma",Food & Dining,SME,Surat,2025-10-10,Gujarat
2493,"Chawla, Bedi and Sarma",Home Services,SME,Delhi,2025-11-06,Delhi
2494,Choudhry-Cherian,Utilities/Bill Pay,SME,Mumbai,2024-06-26,Maharashtra
2495,"Chaudry, Barman and Tripathi",Electronics,Micro,Lucknow,2024-03-29,Uttar Pradesh
2496,Ganesh Ltd,Electronics,Micro,Lucknow,2024-08-19,Uttar Pradesh
2497,Jha LLC,Fashion & Apparel,Micro,Bengaluru,2024-10-10,Karnataka
2498,Master Ltd,Fuel,SME,Bengaluru,2025-08-11,Karnataka
2499,Toor-Tara,Utilities/Bill Pay,Micro,Chandigarh,2025-10-10,Punjab
2500,"Chaudhary, Dube and Patla",Grocery,Micro,Mumbai,2025-09-28,Maharashtra
2501,Devi-Das,Grocery,Micro,Pune,2025-03-03,Maharashtra
2502,Sarna Group,Fuel,Micro,Indore,2025-01-10,Madhya Pradesh
2503,Korpal Group,Home Services,Micro,Mumbai,2025-02-25,Maharashtra
2504,Mangat-Tiwari,Grocery,Micro,Hyderabad,2024-12-17,Telangana
2505,Chada LLC,Grocery,SME,Ahmedabad,2024-05-11,Gujarat
2506,Sachdeva-Patel,Food & Dining,Enterprise,Ranchi,2024-04-03,Jharkhand
2507,"Korpal, Doshi and Wagle",Utilities/Bill Pay,Micro,Bengaluru,2024-05-14,Karnataka
2508,Kari-Devi,Entertainment,Micro,Bengaluru,2025-08-20,Karnataka
2509,Sachdev-Rout,Travel & Transport,Micro,Pune,2025-11-13,Maharashtra
2510,Varty-Pathak,Utilities/Bill Pay,SME,Ahmedabad,2024-07-14,Gujarat
2511,Savant and Sons,Electronics,Micro,Ranchi,2025-05-31,Jharkhand
2512,Varughese Inc,Kirana/Local Store,Micro,Indore,2025-02-17,Madhya Pradesh
2513,Nigam LLC,Pharmacy,Micro,Lucknow,2025-02-02,Uttar Pradesh
2514,Gala-Saraf,Utilities/Bill Pay,SME,Jaipur,2025-07-01,Rajasthan
2515,Ramaswamy Inc,Electronics,Micro,Bengaluru,2024-01-08,Karnataka
2516,"Dora, Bhardwaj and Venkatesh",Financial Services,Micro,Chennai,2025-08-01,Tamil Nadu
2517,Saini-Ratti,Food & Dining,Micro,Delhi,2025-08-22,Delhi
2518,"Modi, Murthy and Padmanabhan",Fashion & Apparel,SME,Nagpur,2024-12-18,Maharashtra
2519,Mammen PLC,Fashion & Apparel,Micro,Delhi,2025-04-03,Delhi
2520,"Din, Raval and Sehgal",Grocery,SME,Bengaluru,2024-06-05,Karnataka
2521,"Jha, Sathe and Pai",Education,SME,Coimbatore,2024-02-26,Tamil Nadu
2522,"Ravel, Hora and Mitra",Fashion & Apparel,Micro,Lucknow,2024-06-30,Uttar Pradesh
2523,Bansal PLC,Food & Dining,Micro,Kolkata,2024-11-08,West Bengal
2524,Ramakrishnan-Date,Fashion & Apparel,SME,Hyderabad,2024-05-24,Telangana
2525,"Zachariah, Mander and Kala",Grocery,Micro,Indore,2024-03-26,Madhya Pradesh
2526,Vaidya PLC,Food & Dining,Micro,Mumbai,2025-01-12,Maharashtra
2527,Verma-Oak,Grocery,Micro,Kochi,2025-01-19,Kerala
2528,"Dutta, Bajaj and Bala",Grocery,SME,Indore,2024-12-27,Madhya Pradesh
2529,"Kuruvilla, Khurana and Modi",Fashion & Apparel,SME,Chandigarh,2025-01-30,Punjab
2530,"Sami, Tiwari and Choudhry",Entertainment,Enterprise,Mumbai,2025-07-11,Maharashtra
2531,"Bhasin, Pradhan and Lad",Food & Dining,Micro,Bhopal,2024-10-06,Madhya Pradesh
2532,"Tripathi, Pandya and Dasgupta",Travel & Transport,Micro,Mumbai,2024-10-02,Maharashtra
2533,Dash Group,Food & Dining,SME,Surat,2025-09-14,Gujarat
2534,Ahluwalia-Setty,Travel & Transport,Micro,Bengaluru,2025-03-07,Karnataka
2535,Keer-Walla,Entertainment,SME,Mumbai,2025-05-05,Maharashtra
2536,"Kaur, Palla and Mistry",Grocery,Enterprise,Mumbai,2024-08-29,Maharashtra
2537,Dey-Purohit,Travel & Transport,SME,Nagpur,2025-03-31,Maharashtra
2538,"Kota, Cheema and Narang",Entertainment,Enterprise,Delhi,2024-10-12,Delhi
2539,"Hans, Patel and Sha",Financial Services,Enterprise,Hyderabad,2025-10-06,Telangana
2540,Din Ltd,Food & Dining,Micro,Jaipur,2025-02-28,Rajasthan
2541,Sabharwal-Bumb,Education,SME,Mumbai,2025-01-26,Maharashtra
2542,Bhatia Group,Food & Dining,Micro,Kolkata,2025-06-07,West Bengal
2543,Soni and Sons,Pharmacy,Micro,Kolkata,2024-08-11,West Bengal
2544,Brahmbhatt-Pingle,Food & Dining,SME,Hyderabad,2025-04-05,Telangana
2545,"Vora, Rau and Venkataraman",Travel & Transport,Micro,Delhi,2024-02-04,Delhi
2546,Lalla-Tara,Food & Dining,Micro,Chandigarh,2025-03-31,Punjab
2547,"Sampath, Sarraf and Suri",Grocery,SME,Hyderabad,2025-02-19,Telangana
2548,"Saha, Gaba and Dhawan",Fashion & Apparel,SME,Lucknow,2025-10-11,Uttar Pradesh
2549,"Datta, Sundaram and Shankar",Food & Dining,SME,Mumbai,2025-08-14,Maharashtra
2550,Varghese PLC,Grocery,Micro,Chennai,2024-02-06,Tamil Nadu
2551,Kala Group,Electronics,Micro,Chandigarh,2024-11-05,Punjab
2552,Bali-Dugar,Travel & Transport,SME,Pune,2024-01-13,Maharashtra
2553,"Pingle, Dani and Rege",Fuel,Micro,Guwahati,2025-05-16,Assam
2554,Dara LLC,Food & Dining,Micro,Hyderabad,2025-05-20,Telangana
2555,"Mann, Baria and Virk",Food & Dining,SME,Delhi,2024-08-04,Delhi
2556,Dalal LLC,Pharmacy,SME,Coimbatore,2024-06-09,Tamil Nadu
2557,Prasad-Mitter,Travel & Transport,Micro,Chennai,2024-01-03,Tamil Nadu
2558,Sunder-Bala,Financial Services,Enterprise,Mumbai,2025-08-07,Maharashtra
2559,Dhar PLC,Utilities/Bill Pay,Micro,Bengaluru,2025-04-10,Karnataka
2560,Bava-Mody,Utilities/Bill Pay,SME,Lucknow,2025-05-15,Uttar Pradesh
2561,Kale-Goswami,Food & Dining,SME,Surat,2024-02-06,Gujarat
2562,"Suresh, Agate and Das",Financial Services,Micro,Bhopal,2024-12-24,Madhya Pradesh
2563,"Palla, Bir and Basu",Electronics,Micro,Kochi,2025-12-29,Kerala
2564,Srivastava-Mukherjee,Fashion & Apparel,Micro,Delhi,2024-10-30,Delhi
2565,"Sethi, Nazareth and Purohit",Pharmacy,Micro,Chennai,2024-08-04,Tamil Nadu
2566,Deo-Devi,Travel & Transport,Micro,Ranchi,2024-06-09,Jharkhand
2567,"Sharma, Sengupta and Sen",Travel & Transport,SME,Bengaluru,2025-05-24,Karnataka
2568,Nanda Inc,Education,Micro,Guwahati,2024-10-05,Assam
2569,"Rout, Ram and Kaul",Grocery,SME,Mumbai,2024-10-29,Maharashtra
2570,Nori-Zachariah,Kirana/Local Store,SME,Hyderabad,2024-05-31,Telangana
2571,Savant Ltd,Grocery,SME,Nagpur,2025-02-01,Maharashtra
2572,Chakrabarti-Gandhi,Utilities/Bill Pay,Micro,Mumbai,2024-09-21,Maharashtra
2573,"Bakshi, More and Dasgupta",Food & Dining,Micro,Pune,2024-06-11,Maharashtra
2574,"Chada, Hans and Bera",Utilities/Bill Pay,Micro,Kochi,2024-07-18,Kerala
2575,"Vig, Gulati and Soni",Grocery,SME,Ahmedabad,2025-05-01,Gujarat
2576,"Bahl, Dara and Wali",Grocery,Micro,Kolkata,2025-12-10,West Bengal
2577,Bahl LLC,Pharmacy,Micro,Delhi,2025-03-08,Delhi
2578,Korpal Ltd,Food & Dining,Micro,Ahmedabad,2025-04-04,Gujarat
2579,"Sawhney, Chad and Walla",Grocery,SME,Pune,2025-02-14,Maharashtra
2580,"Nagi, Ratti and Bath",Fuel,SME,Mumbai,2025-05-10,Maharashtra
2581,Bajaj-Oak,Grocery,Micro,Delhi,2024-02-24,Delhi
2582,Gole-Sachdeva,Education,SME,Chandigarh,2024-02-26,Punjab
2583,Wable LLC,Home Services,Enterprise,Chandigarh,2024-11-18,Punjab
2584,Kurian-Chand,Fashion & Apparel,Micro,Mumbai,2025-03-24,Maharashtra
2585,Chaudhary PLC,Grocery,Micro,Delhi,2025-05-03,Delhi
2586,Mangal and Sons,Fuel,SME,Mumbai,2025-03-24,Maharashtra
2587,Kumer Inc,Home Services,Enterprise,Delhi,2025-09-20,Delhi
2588,Mohanty Group,Grocery,Micro,Chennai,2024-09-17,Tamil Nadu
2589,"Gara, Bhargava and Nanda",Fashion & Apparel,Micro,Mumbai,2025-11-22,Maharashtra
2590,Bala Ltd,Grocery,Micro,Guwahati,2025-05-05,Assam
2591,Misra Group,Grocery,Enterprise,Bengaluru,2024-01-11,Karnataka
2592,Nagarajan and Sons,Kirana/Local Store,SME,Kochi,2024-01-29,Kerala
2593,Naik-Kuruvilla,Fuel,Micro,Ahmedabad,2024-03-02,Gujarat
2594,Dara-Ben,Grocery,SME,Bengaluru,2025-08-28,Karnataka
2595,Khatri PLC,Grocery,SME,Kolkata,2024-02-15,West Bengal
2596,"Khalsa, Tailor and Trivedi",Food & Dining,SME,Mumbai,2024-08-25,Maharashtra
2597,"Rajan, Contractor and Luthra",Fashion & Apparel,SME,Bhopal,2025-06-07,Madhya Pradesh
2598,Nadkarni Group,Food & Dining,SME,Kolkata,2024-09-21,West Bengal
2599,"Ray, Bhatti and Sule",Utilities/Bill Pay,Micro,Surat,2025-03-26,Gujarat
2600,Reddy Ltd,Utilities/Bill Pay,SME,Ahmedabad,2025-04-24,Gujarat
2601,Bahl LLC,Financial Services,SME,Hyderabad,2025-08-28,Telangana
2602,"Chaudhuri, Koshy and Dass",Electronics,Micro,Indore,2024-09-06,Madhya Pradesh
2603,Ray-Sehgal,Food & Dining,Micro,Kolkata,2024-08-12,West Bengal
2604,Tella and Sons,Fashion & Apparel,SME,Hyderabad,2024-12-18,Telangana
2605,Prakash PLC,Pharmacy,Micro,Pune,2024-07-14,Maharashtra
2606,Korpal PLC,Grocery,Enterprise,Kochi,2025-12-11,Kerala
2607,Seth-Barman,Fashion & Apparel,SME,Chennai,2024-07-07,Tamil Nadu
2608,Shetty PLC,Grocery,Micro,Chennai,2024-09-11,Tamil Nadu
2609,Ganesh-Acharya,Fashion & Apparel,Micro,Mumbai,2025-07-16,Maharashtra
2610,Subramaniam LLC,Fuel,Micro,Bengaluru,2024-11-06,Karnataka
2611,"Krishna, Rai and Panchal",Kirana/Local Store,Micro,Patna,2025-10-17,Bihar
2612,"Kala, Uppal and Manda",Financial Services,Micro,Indore,2024-04-10,Madhya Pradesh
2613,Edwin Ltd,Utilities/Bill Pay,SME,Bengaluru,2024-10-27,Karnataka
2614,"Boase, Mital and Chakraborty",Grocery,SME,Indore,2025-11-25,Madhya Pradesh
2615,Das-Dey,Entertainment,Micro,Patna,2024-05-24,Bihar
2616,"Mammen, Sankaran and Kade",Food & Dining,Enterprise,Mumbai,2025-05-22,Maharashtra
2617,"Thaman, Nadkarni and Oommen",Pharmacy,Micro,Lucknow,2024-01-30,Uttar Pradesh
2618,"Lal, Sethi and Mahajan",Food & Dining,SME,Jaipur,2024-11-18,Rajasthan
2619,Nagy LLC,Fashion & Apparel,SME,Lucknow,2024-03-06,Uttar Pradesh
2620,Sharaf PLC,Food & Dining,Micro,Bengaluru,2025-02-08,Karnataka
2621,Babu-Deol,Education,SME,Delhi,2025-02-07,Delhi
2622,"Agate, Soni and Agrawal",Home Services,SME,Ahmedabad,2025-06-14,Gujarat
2623,Ghose Group,Kirana/Local Store,Micro,Chennai,2025-08-25,Tamil Nadu
2624,"Suresh, Ramaswamy and Yohannan",Pharmacy,Micro,Kolkata,2024-09-24,West Bengal
2625,Brahmbhatt PLC,Grocery,SME,Delhi,2024-04-21,Delhi
2626,Saxena Ltd,Food & Dining,SME,Lucknow,2025-11-02,Uttar Pradesh
2627,Pandit Group,Utilities/Bill Pay,Micro,Lucknow,2024-04-06,Uttar Pradesh
2628,"Parmar, Ram and Goel",Travel & Transport,Micro,Hyderabad,2024-03-12,Telangana
2629,"Anand, Dash and Shere",Grocery,Micro,Jaipur,2025-09-24,Rajasthan
2630,Hans-Saxena,Utilities/Bill Pay,SME,Pune,2025-08-07,Maharashtra
2631,Kant Ltd,Utilities/Bill Pay,SME,Lucknow,2025-12-26,Uttar Pradesh
2632,Mand Ltd,Kirana/Local Store,Micro,Nagpur,2024-07-25,Maharashtra
2633,"Parmar, Handa and Chana",Pharmacy,Micro,Delhi,2024-11-19,Delhi
2634,"Mitter, Kant and Kaur",Food & Dining,Micro,Pune,2024-01-07,Maharashtra
2635,Patil-Bansal,Food & Dining,SME,Hyderabad,2025-10-22,Telangana
2636,Tailor-Kadakia,Kirana/Local Store,Micro,Mumbai,2025-07-29,Maharashtra
2637,Hayre Ltd,Pharmacy,Micro,Mumbai,2024-01-16,Maharashtra
2638,Choudhry-Mall,Pharmacy,SME,Bengaluru,2024-03-06,Karnataka
2639,"Tella, Tak and Garde",Grocery,SME,Jaipur,2025-01-17,Rajasthan
2640,"Hari, Gill and Bhattacharyya",Food & Dining,Enterprise,Lucknow,2024-10-19,Uttar Pradesh
2641,"Dave, Bhattacharyya and Datta",Grocery,SME,Coimbatore,2025-07-25,Tamil Nadu
2642,Kari-Virk,Food & Dining,Micro,Delhi,2025-10-26,Delhi
2643,"Mahal, Handa and Bajaj",Grocery,Micro,Pune,2024-09-11,Maharashtra
2644,"Walia, Krishnan and Setty",Kirana/Local Store,Enterprise,Kolkata,2025-07-14,West Bengal
2645,Sane Ltd,Grocery,Micro,Delhi,2025-04-09,Delhi
2646,"Ben, Naidu and Sankaran",Utilities/Bill Pay,SME,Bengaluru,2024-12-17,Karnataka
2647,Mahal-Dara,Utilities/Bill Pay,Micro,Pune,2024-08-23,Maharashtra
2648,"Vasa, Shukla and Tandon",Electronics,SME,Bengaluru,2024-09-18,Karnataka
2649,Varughese-Bassi,Grocery,Micro,Mumbai,2025-06-11,Maharashtra
2650,"Kapur, Batta and Mall",Utilities/Bill Pay,Micro,Ahmedabad,2024-06-24,Gujarat
2651,Walia-Sen,Electronics,Micro,Indore,2025-02-09,Madhya Pradesh
2652,Ahluwalia-Ramanathan,Food & Dining,Micro,Bengaluru,2024-02-02,Karnataka
2653,Natt Inc,Kirana/Local Store,Micro,Delhi,2025-12-10,Delhi
2654,"Bakshi, Kara and Sampath",Electronics,Micro,Kochi,2024-10-10,Kerala
2655,Krish and Sons,Food & Dining,Micro,Chennai,2024-02-18,Tamil Nadu
2656,Narayan LLC,Utilities/Bill Pay,Micro,Chandigarh,2024-12-22,Punjab
2657,Chatterjee Inc,Kirana/Local Store,SME,Kolkata,2025-05-08,West Bengal
2658,Sankaran-Bajwa,Travel & Transport,Micro,Kochi,2024-06-13,Kerala
2659,"Natt, Krishna and Kota",Food & Dining,Micro,Patna,2025-02-21,Bihar
2660,Solanki and Sons,Travel & Transport,SME,Nagpur,2024-08-13,Maharashtra
2661,Bhagat-Nath,Fashion & Apparel,SME,Mumbai,2024-11-09,Maharashtra
2662,"Khalsa, Bora and Sarna",Food & Dining,Micro,Lucknow,2025-03-17,Uttar Pradesh
2663,Sekhon PLC,Grocery,SME,Chandigarh,2024-09-12,Punjab
2664,Chada Inc,Fashion & Apparel,SME,Coimbatore,2024-11-24,Tamil Nadu
